PAGEID,Location,Region,Quality,Time Rating,Technical Rating,Water Rating,Risk Rating,Min Time,Max Time,Hike,Permits,URL,Longest,Shuttle,Vehicle,Latitude,Longitude,Months,Jump,Min Rappels,Max Rappels
8747,Condor Canyon,Saline Valley,2.0,II,3.0,A,,,,3 mi,No,https://ropewiki.com/Condor_Canyon,270.0,,,36.851388888889,-117.66888888889,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,1,1
6792,Corridor Canyon,Death Valley National Park,2.0,IV,2.0,A,,,,15 mi,No,https://ropewiki.com/Corridor_Canyon,30.0,,,36.7525,-117.60666666667,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,1,1
6793,Corridor Canyon (Southwest Fork),Death Valley National Park,2.0,III,3.0,A,,,,,No,https://ropewiki.com/Corridor_Canyon_(Southwest_Fork),30.0,,,36.734444444444,-117.62805555556,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,1,1
6795,Crossbones Canyon,Grapevine Mountains,2.0,II,3.0,A,,,,,No,https://ropewiki.com/Crossbones_Canyon,80.0,,,36.845277777778,-117.1725,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,3,3
5495,Dark Canyon,Arroyo Seco region,2.0,II,3.0,A,,,,,No,https://ropewiki.com/Dark_Canyon,,,,34.255833333333,-118.205,,0,3,4
34268,Desolation Canyon,Black Mountains North,2.0,II,2.0,A,,,,1 mi,No,https://ropewiki.com/Desolation_Canyon,0.0,0 minutes,,36.396666666667,-116.84722222222,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,0,0
10120,Dinky Creek (Dinky Dome Gorge),Sierra National Forest,2.0,II,2.0,B,,4 h,6 h,4.5 mi,No,https://ropewiki.com/Dinky_Creek_(Dinky_Dome_Gorge),20.0,15 minutes,Passenger,37.113333333333,-119.1375,"['Jul', 'Aug', 'Sep']",8,4,8
6805,Dismal Sinkhole Canyon,Grapevine Mountains,2.0,II,3.0,A,,,,7 mi,No,https://ropewiki.com/Dismal_Sinkhole_Canyon,80.0,,,36.841666666667,-117.16138888889,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,1,1
6807,Dry Mountain Canyon (Northeast Fork),Saline Valley,2.0,III,3.0,A,,,,,No,https://ropewiki.com/Dry_Mountain_Canyon_(Northeast_Fork),100.0,,,36.939166666667,-117.56638888889,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,1,1
8738,Dung Heap Canyon,Saline Valley,2.0,II,3.0,A,,,,3 mi,No,https://ropewiki.com/Dung_Heap_Canyon,50.0,,,36.868611111111,-117.66388888889,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,4,4
6809,Dust Devil Canyon,Cottonwood Mountains,2.0,II,3.0,A,,,,,No,https://ropewiki.com/Dust_Devil_Canyon,50.0,,,36.417222222222,-117.37611111111,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,2,2
1459,Dye Canyon (Devils Jumpoff),San Diego,2.0,II,3.0,A,R,4 h,5 h,7.4 mi,No,https://ropewiki.com/Dye_Canyon_(Devils_Jumpoff),200.0,0 minutes,,33.023333333333,-116.73166666667,,0,2,2
25032,East of Eaton Canyon,San Gabriels Front Range,2.0,II,3.0,A,,4 h,6 h,,No,https://ropewiki.com/East_of_Eaton_Canyon,150.0,,Passenger,34.190833333333,-118.08555555556,"['Dec', 'Jan', 'Feb', 'Mar', 'Apr', 'May', 'Jun', 'Jul', 'Aug', 'Sep', 'Oct', 'Nov']",0,5,7
79616,El Prieto Canyon,San Gabriels Front Range,2.0,IV,3.0,B,,,,,No,https://ropewiki.com/El_Prieto_Canyon,130.0,0 minutes,Passenger,34.235277777778,-118.14361111111,"['Mar', 'Apr', 'May']",0,12,12
10706,Fusier Canyon (Main),Big Tujunga Region,2.0,I,3.0,A,,,,,No,https://ropewiki.com/Fusier_Canyon_(Main),140.0,,,34.299722222222,-118.21027777778,,0,2,2
67992,Fuzzy Mud Falls,Pacoima,2.0,II,3.0,A,,,,,No,https://ropewiki.com/Fuzzy_Mud_Falls,100.0,0.5 minutes,,34.358055555556,-118.38055555556,,0,4,4
8743,Gravel Pile Canyon,Saline Valley,2.0,II,3.0,A,,,,2 mi,No,https://ropewiki.com/Gravel_Pile_Canyon,80.0,,,36.847777777778,-117.67027777778,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,1,1
6814,Graveyard Canyon,Grapevine Mountains,2.0,II,3.0,A,,,,,No,https://ropewiki.com/Graveyard_Canyon,80.0,,,37.078888888889,-117.44777777778,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,5,5
10719,Jones Canyon,San Gabriels Front Range,2.0,II,3.0,A,,,,,No,https://ropewiki.com/Jones_Canyon,130.0,,,34.179722222222,-118.05333333333,,0,0,0
62937,Little Santa Anita Canyon (Upper),San Gabriels Front Range,2.0,III,3.0,B,,3 h,6 h,3.4 mi,No,https://ropewiki.com/Little_Santa_Anita_Canyon_(Upper),,,,34.199444444444,-118.05333333333,"['Mar', 'Apr', 'May', 'Jun', 'Jul', 'Aug', 'Dec', 'Jan', 'Feb', 'Sep', 'Oct', 'Nov']",0,0,4
81400,Lost Nozzle,Plumas National Forest,2.0,III,3.0,B,,,,2 mi,No,https://ropewiki.com/Lost_Nozzle,150.0,0 minutes,4WD - High Clearance,39.695,-120.875,"['Apr', 'May', 'Jun']",0,4,6
50848,Massacre Canyon,San Jacinto Mountains,2.0,I,3.0,B,PG,2 h,4 h,1.2 mi,No,https://ropewiki.com/Massacre_Canyon,35.0,0 minutes,Passenger,33.843055555556,-116.99638888889,"['Jun', 'Jul', 'Aug']",0,3,3
51169,Mayfield Canyon,Inyo National Forest,2.0,II,3.0,A,,,,,No,https://ropewiki.com/Mayfield_Canyon,50.0,,,37.458611111111,-118.65055555556,"['Jul', 'Aug', 'Sep', 'Oct']",0,2,2
9494,Middle Fork Kaweah River (Bends),Sequoia National Park,2.0,I,2.0,C,R,1.5 h,3 h,1.2 mi,No,https://ropewiki.com/Middle_Fork_Kaweah_River_(Bends),0.0,2 minutes,Passenger,36.513611111111,-118.78583333333,"['Jul', 'Aug', 'Sep', 'Oct', 'Nov']",4,2,4
29361,Nehr Canyon,Pacoima,2.0,I,3.0,A,,1.5 h,2.5 h,,No,https://ropewiki.com/Nehr_Canyon,70.0,,,34.325277777778,-118.34388888889,,0,1,2
31780,Noobie Canyon,Funeral Mountains,2.0,II,3.0,A,,,,,No,https://ropewiki.com/Noobie_Canyon,80.0,0 minutes,,36.724166666667,-116.91055555556,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,2,2
1494,Occidental Ravine (Left Fork),Red Box,2.0,II,3.0,A,,3 h,5 h,,No,https://ropewiki.com/Occidental_Ravine_(Left_Fork),200.0,0 minutes,,34.237222222222,-118.08777777778,,0,5,5
6858,One Drop Canyon,Cottonwood Mountains,2.0,III,3.0,A,,,,,No,https://ropewiki.com/One_Drop_Canyon,80.0,,,36.693055555556,-117.29833333333,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,1,1
5324,Overlook Canyon,Big Tujunga Region,2.0,I,3.0,A,,1 h,3 h,,No,https://ropewiki.com/Overlook_Canyon,,,Passenger,34.3075,-118.15333333333,,0,0,0
6592,Overlooked Gulch,Big Tujunga Region,2.0,I,3.0,A,,1 h,2 h,,No,https://ropewiki.com/Overlooked_Gulch,185.0,5 minutes,Passenger,34.306666666667,-118.15583333333,,0,1,1
77238,Pfeiffer-Redwood Creek,Big Sur,2.0,IV,3.0,B,,,,,No,https://ropewiki.com/Pfeiffer-Redwood_Creek,100.0,0 minutes,,36.261666666667,-121.77611111111,"['Feb', 'Mar', 'Apr', 'May']",0,5,5
32400,Rancheria Creek,Sierra National Forest,2.0,IV,3.0,C,,,,4.5 mi,No,https://ropewiki.com/Rancheria_Creek,,45 minutes,Passenger,36.942777777778,-118.99722222222,"['Jul', 'Aug', 'Sep', 'Oct']",0,3,3
9080,Roasting Dog Canyon,Funeral Mountains,2.0,III,3.0,A,,,,5 mi,No,https://ropewiki.com/Roasting_Dog_Canyon,,,,36.733888888889,-116.9525,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,0,0
11327,Sativa Sunrise Gulch,Big Tujunga Region,2.0,II,3.0,A,,4 h,6 h,,No,https://ropewiki.com/Sativa_Sunrise_Gulch,100.0,,,34.307222222222,-118.16916666667,"['Oct', 'Nov', 'Dec', 'Jan', 'Feb', 'Mar', 'Apr', 'May']",0,3,3
6881,Shortstuff Canyon,Grapevine Mountains,2.0,II,3.0,A,,,,,No,https://ropewiki.com/Shortstuff_Canyon,80.0,,,36.852777777778,-117.19222222222,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,2,2
69787,Six Shooter Canyon (North),Black Mountains North,2.0,III,3.0,A,,5 h,6 h,3.7 mi,No,https://ropewiki.com/Six_Shooter_Canyon_(North),120.0,0 minutes,Passenger,36.124444444444,-116.72833333333,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,7,8
69791,Six Shooter Canyon (South),Black Mountains North,2.0,III,3.0,A,,4 h,6 h,3.8 mi,No,https://ropewiki.com/Six_Shooter_Canyon_(South),165.0,0 minutes,Passenger,36.122777777778,-116.72916666667,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,4,4
8757,Snowflake Canyon,Saline Valley,2.0,IV,3.0,,,,,,No,https://ropewiki.com/Snowflake_Canyon,,,,36.934166666667,-117.70777777778,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,3,3
25675,Stretched Pebble Canyon,Tucki Mountains,2.0,,3.0,A,,,,,No,https://ropewiki.com/Stretched_Pebble_Canyon,,,,36.555,-117.16555555556,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,0,0
32038,Unicorn Canyon,Nopah Range,2.0,III,3.0,A,,,,7 mi,No,https://ropewiki.com/Unicorn_Canyon,40.0,0 minutes,,36.053333333333,-116.12083333333,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,4,4
25039,Alger Creek,San Bernardino Mountains,1.5,II,1.0,A,,4 h,,4.8 mi,No,https://ropewiki.com/Alger_Creek,0.0,,,34.097777777778,-116.90805555556,,0,0,0
377,Bobcat Canyon,San Gabriel Mountains,1.5,IV,3.0,A,,8.5 h,9 h,6.5 mi,Yes,https://ropewiki.com/Bobcat_Canyon,50.0,0 minutes,4WD,34.280555555556,-117.99361111111,,0,4,4
400,Laurel Canyon,Pacoima,1.5,III,2.0,A,,5 h,,7.9 mi,No,https://ropewiki.com/Laurel_Canyon,0.0,0 minutes,Passenger,34.351111111111,-118.32611111111,,0,0,0
412,Peacock Canyon,East Fork San Gabriel,1.5,II,3.0,A,,4.3 h,,2.5 mi,No,https://ropewiki.com/Peacock_Canyon,50.0,,Passenger,34.218611111111,-117.74333333333,,0,1,1
413,Pomeroy Canyon,La Canada,1.5,II,3.0,A,,4.5 h,,4.5 mi,No,https://ropewiki.com/Pomeroy_Canyon,30.0,1 minutes,Passenger,34.249722222222,-118.25305555556,,0,2,2
436,Soldier Creek (Upper),Crystal Lake,1.5,II,3.0,A,,4.5 h,,3.4 mi,No,https://ropewiki.com/Soldier_Creek_(Upper),100.0,,Passenger,34.322777777778,-117.82,,0,3,3
8769,Brown Eye Gulch,East Fork San Gabriel,1.0,II,3.0,A,,5 h,7 h,3 mi,No,https://ropewiki.com/Brown_Eye_Gulch,80.0,,,34.205,-117.87,,0,3,3
50576,Chino Canyon (Left Fork),San Jacinto Mountains,1.0,III,3.0,B,,6 h,10 h,5 mi,No,https://ropewiki.com/Chino_Canyon_(Left_Fork),150.0,0 minutes,Passenger,33.824444444444,-116.61777777778,"['Nov', 'May']",0,1,4
32059,Clear Creek Canyon,Southern California,1.0,II,3.0,A,,,,2 mi,No,https://ropewiki.com/Clear_Creek_Canyon,180.0,,,35.102777777778,-120.13388888889,"['Jan', 'Feb', 'Mar', 'Apr', 'May']",0,2,2
58025,Dunn Ditch,Santa Rosa Mountains,1.0,II,3.0,A,,2 h,3 h,2 mi,No,https://ropewiki.com/Dunn_Ditch,60.0,,Passenger,33.758333333333,-116.49472222222,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,2,2
5491,"Falls Canyon (Upper, Arroyo Seco region)",Arroyo Seco region,1.0,I,3.0,A,,,,,No,"https://ropewiki.com/Falls_Canyon_(Upper,_Arroyo_Seco_region)",,,,34.233888888889,-118.19444444444,,0,0,0
78424,Lion Creek,Big Sur,1.0,VI,3.0,C,,72 h,,,No,https://ropewiki.com/Lion_Creek,150.0,0 minutes,Passenger,36.268888888889,-121.69,"['Feb', 'Mar', 'Apr', 'May']",0,6,6
1385,May Canyon (Middle Fork),Pacoima,1.0,II,3.0,A,,3 h,4 h,3.8 mi,No,https://ropewiki.com/May_Canyon_(Middle_Fork),130.0,0 minutes,,34.339166666667,-118.42583333333,,0,5,5
6851,Moonlight Canyon (Lower),Grapevine Mountains,1.0,IV,2.0,A,,,,,No,https://ropewiki.com/Moonlight_Canyon_(Lower),0.0,,,36.916666666667,-117.23277777778,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,0,0
8765,One Fall Canyon,Saline Valley,1.0,II,2.0,A,,,,5 mi,No,https://ropewiki.com/One_Fall_Canyon,0.0,,,36.898333333333,-117.72,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,0,0
6859,One Star Canyon,Black Mountains South,1.0,,3.0,A,,,,,No,https://ropewiki.com/One_Star_Canyon,,,,36.031666666667,-116.73111111111,"['Dec', 'Jan', 'Feb', 'Nov', 'Mar']",0,2,2
193,Pipe Canyon,Big Tujunga Region,1.0,II,3.0,A,,3 h,5 h,3.2 mi,No,https://ropewiki.com/Pipe_Canyon,60.0,0 minutes,,34.283611111111,-118.27555555556,,0,1,1
19612,Sill Hill (Rancho Cuyamaca State Park),San Diego,1.0,IV,3.0,C,,12 h,48 h,6 mi,No,https://ropewiki.com/Sill_Hill_(Rancho_Cuyamaca_State_Park),100.0,60 minutes,Passenger,32.972222222222,-116.61472222222,"['Sep', 'Oct', 'Nov', 'Dec', 'Jan', 'Feb', 'Mar', 'Apr', 'May']",0,3,5
66428,405 Canyon,Santa Monica Mountains,0.0,II,3.0,A,,3 h,4 h,3 mi,No,https://ropewiki.com/405_Canyon,50.0,,,34.092777777778,-118.4775,,0,1,1
65214,Andreas Canyon,San Jacinto Mountains,0.0,V,4.0,,,,,,No,https://ropewiki.com/Andreas_Canyon,,1 minutes,,33.758333333333,-116.61777777778,,0,0,0
25516,Annette Canyon,Castaic Lake,0.0,II,3.0,A,,,,2.09 mi,No,https://ropewiki.com/Annette_Canyon,90.0,,,34.596111111111,-118.56638888889,,0,6,6
196,Bear Heaven Falls,Los Padres National Forest,0.0,V,3.0,B,,,,11.7 mi,No,https://ropewiki.com/Bear_Heaven_Falls,260.0,15 minutes,Passenger,34.494166666667,-118.95861111111,,0,5,5
46919,Beveridge Canyon,Inyo Mountains,0.0,,3.0,,,,,,No,https://ropewiki.com/Beveridge_Canyon,,,,36.7,-117.92333333333,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,0,0
1447,Blacksmith Canyon (San Gabriel Mountains),Crystal Lake,0.0,II,3.0,A,,3 h,6 h,1.5 mi,No,https://ropewiki.com/Blacksmith_Canyon_(San_Gabriel_Mountains),100.0,0 minutes,,34.266666666667,-117.85194444444,,0,8,8
11342,Bramble Canyon (Fox Creek),Big Tujunga Region,0.0,I,3.0,A,,1 h,3 h,1.2 mi,No,https://ropewiki.com/Bramble_Canyon_(Fox_Creek),100.0,,,34.327777777778,-118.17083333333,"['Dec', 'Jan', 'Feb', 'Mar', 'Apr', 'May', 'Jun', 'Jul', 'Aug', 'Sep', 'Oct', 'Nov']",0,1,1
247,Brimstone Canyon (South Fork),Black Mountains North,0.0,IV,3.0,A,,10.5 h,12.5 h,8.5 mi,No,https://ropewiki.com/Brimstone_Canyon_(South_Fork),200.0,30 minutes,Passenger,36.320833333333,-116.74861111111,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar', 'Sep', 'Oct', 'Apr', 'May']",0,12,12
29716,Burstarse Creek,Klamath Mountains,0.0,,3.0,C,,,,,No,https://ropewiki.com/Burstarse_Creek,,0 minutes,Passenger,41.187222222222,-122.36555555556,"['Mar', 'Apr']",0,0,0
9469,Can Canyon,Red Box,0.0,II,3.0,A,,3 h,6 h,,No,https://ropewiki.com/Can_Canyon,160.0,,Passenger,34.234722222222,-118.09083333333,,0,2,2
6019,Chilao Creek,San Gabriel Mountains,0.0,IV,2.0,A,,10 h,48 h,,No,https://ropewiki.com/Chilao_Creek,0.0,,,34.326388888889,-118.02361111111,,0,0,0
5462,Cooks Canyon,San Gabriels Front Range,0.0,III,3.0,A,,,,6.2 mi,No,https://ropewiki.com/Cooks_Canyon,,,,34.263333333333,-118.25305555556,,0,0,0
5461,Cooks Canyon (East Fork),San Gabriels Front Range,0.0,III,4.0,A,,,,,No,https://ropewiki.com/Cooks_Canyon_(East_Fork),,,,34.262777777778,-118.2475,,0,0,0
40374,Cooter Canyon,Funeral Mountains,0.0,,3.0,A,,,,,No,https://ropewiki.com/Cooter_Canyon,,,,36.634722222222,-116.82861111111,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,0,0
49807,Corkscrew Canyon,Black Mountains North,0.0,II,2.0,A,,,,,No,https://ropewiki.com/Corkscrew_Canyon,0.0,0 minutes,Passenger,36.367777777778,-116.76416666667,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,0,0
10787,Cougar Canyon (Pacoima),Pacoima,0.0,III,3.0,A,,,,,No,https://ropewiki.com/Cougar_Canyon_(Pacoima),,,Passenger,34.345,-118.40138888889,,0,0,0
46917,Craig Canyon,Inyo Mountains,0.0,,3.0,,,,,,No,https://ropewiki.com/Craig_Canyon,,,,36.65,-117.89527777778,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,0,0
46925,Daisy Canyon,Inyo Mountains,0.0,,3.0,,,,,,No,https://ropewiki.com/Daisy_Canyon,,,,36.626944444444,-117.835,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,0,0
68211,DeBell Canyon,Verdugo Mountains,0.0,II,3.0,A,,,,,No,https://ropewiki.com/DeBell_Canyon,35.0,0 minutes,Passenger,34.22,-118.29222222222,"['Dec', 'Jan', 'Feb', 'Mar', 'Apr', 'May', 'Sep', 'Oct', 'Nov']",0,7,7
49158,Deer Canyon,Kings Canyon National Park,0.0,V,4.0,C,XX,,,8 mi,No,https://ropewiki.com/Deer_Canyon,260.0,0 minutes,Passenger,36.850555555556,-118.87416666667,['Oct'],0,8,16
5502,Delta Canyon (East Fork) (Bruin Highway),Big Tujunga Region,0.0,III,3.0,A,,,,6.7 mi,No,https://ropewiki.com/Delta_Canyon_(East_Fork)_(Bruin_Highway),120.0,,,34.278333333333,-118.25111111111,,0,6,7
25492,Delta Canyon (West Fork) (Epsilon Canyon),Big Tujunga Region,0.0,III,3.0,A,,,,,No,https://ropewiki.com/Delta_Canyon_(West_Fork)_(Epsilon_Canyon),110.0,,,34.277222222222,-118.25111111111,"['Oct', 'Nov', 'Dec', 'Jan', 'Feb', 'Mar', 'Apr', 'May']",0,4,6
25496,Fire Escape Canyon,San Gabriel Mountains,0.0,II,3.0,A,R,,,,No,https://ropewiki.com/Fire_Escape_Canyon,190.0,,,34.389722222222,-117.82027777778,"['Oct', 'Nov', 'Dec', 'Jan', 'Feb', 'Mar', 'Apr']",0,3,3
6811,Foundry Canyon (North Fork),Black Mountains South,0.0,,3.0,A,,,,,No,https://ropewiki.com/Foundry_Canyon_(North_Fork),,,,35.999166666667,-116.67777777778,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,0,0
63869,Gray Camry,San Gabriels Front Range,0.0,II,3.0,A,,,,2 mi,Restricted,https://ropewiki.com/Gray_Camry,60.0,45 minutes,Passenger,34.198611111111,-117.8425,,0,1,1
18572,Haines Canyon (West Branch),San Gabriels Front Range,0.0,II,3.0,A,,,,,No,https://ropewiki.com/Haines_Canyon_(West_Branch),,,,34.275555555556,-118.26777777778,,0,0,0
40722,Hallelujah Canyon,Big Tujunga Region,0.0,I,3.0,A,,,,,No,https://ropewiki.com/Hallelujah_Canyon,,,,34.286666666667,-118.21138888889,"['Dec', 'Jan', 'Feb', 'Mar', 'Apr', 'May', 'Sep', 'Oct', 'Nov']",0,5,6
40791,Jack Diddly NOT,Big Tujunga Region,0.0,III,3.0,A,,,,,No,https://ropewiki.com/Jack_Diddly_NOT,,0 minutes,Passenger,34.320277777778,-118.26277777778,,0,0,0
46921,Keynot Canyon,Inyo Mountains,0.0,,3.0,,,,,,No,https://ropewiki.com/Keynot_Canyon,,,,36.726944444444,-117.91361111111,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,0,0
25497,Limerock Canyon,Pacoima,0.0,III,3.0,A,,,,3.82 mi,No,https://ropewiki.com/Limerock_Canyon,80.0,,,34.318333333333,-118.35138888889,"['Oct', 'Nov', 'Dec', 'Jan', 'Feb', 'Mar', 'Apr']",0,3,5
66030,Long Meadow Creek,Sierra National Forest,0.0,II,3.0,B,,,,,No,https://ropewiki.com/Long_Meadow_Creek,,0.5 minutes,,36.975,-118.99416666667,"['Apr', 'May', 'Jun']",0,0,0
1380,Loop Canyon,Pacoima,0.0,II,3.0,A,,3.5 h,5 h,3.7 mi,No,https://ropewiki.com/Loop_Canyon,50.0,33 minutes,,34.350833333333,-118.40916666667,,0,5,5
69711,Lowe Ravine (Lower),San Gabriels Front Range,0.0,III,3.0,A,,,,,No,https://ropewiki.com/Lowe_Ravine_(Lower),160.0,,Passenger,34.202777777778,-118.10944444444,,0,5,7
1416,Malibu Creek Loop,Santa Monica Mountains,0.0,II,2.0,B,,,,3.7 mi,No,https://ropewiki.com/Malibu_Creek_Loop,0.0,0 minutes,,34.098333333333,-118.73333333333,,0,0,0
1381,May Canyon (Right Fork),Pacoima,0.0,I,3.0,A,,,,3.4 mi,No,https://ropewiki.com/May_Canyon_(Right_Fork),110.0,0 minutes,,34.337777777778,-118.42138888889,,0,2,2
46923,McElvoy Canyon,Inyo Mountains,0.0,,3.0,,,,,,No,https://ropewiki.com/McElvoy_Canyon,,,,36.751388888889,-117.93055555556,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,0,0
1534,McKinley Canyon,Big Tujunga Region,0.0,IV,3.0,A,R,10 h,11 h,11.3 mi,No,https://ropewiki.com/McKinley_Canyon,,,,34.338611111111,-118.2625,,0,10,14
39280,Millard Canyon,San Gabriels Front Range,0.0,,1.0,C,,,,,No,https://ropewiki.com/Millard_Canyon,0.0,,,34.218888888889,-118.14166666667,"['Mar', 'Apr', 'May', 'Jun', 'Jul', 'Aug', 'Sep', 'Oct', 'Nov', 'Dec', 'Jan', 'Feb']",0,0,0
1437,Mine Gulch,East Fork San Gabriel,0.0,IV,3.0,A,R,10 h,24 h,10 mi,No,https://ropewiki.com/Mine_Gulch,80.0,0 minutes,,34.350833333333,-117.75222222222,,0,10,10
50087,Myrtle Creek,Northern Coastal Ranges,0.0,,3.0,C,,,,,No,https://ropewiki.com/Myrtle_Creek,,,,41.805277777778,-124.06083333333,,0,0,0
28108,Naked Santa Hollow,San Diego,0.0,I,3.0,A,,,,,No,https://ropewiki.com/Naked_Santa_Hollow,45.0,,,32.904444444444,-117.25277777778,,0,1,1
50502,Nightmare Canyon,Cottonwood Mountains,0.0,,3.0,,,,,,No,https://ropewiki.com/Nightmare_Canyon,,,,36.681111111111,-117.31027777778,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,0,0
32042,Pegasus Canyon,Nopah Range,0.0,IV,3.0,A,,,,,No,https://ropewiki.com/Pegasus_Canyon,320.0,,,36.021111111111,-116.09111111111,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,0,0
29865,Penin Canyon,San Diego,0.0,IV,3.0,B,,,,,No,https://ropewiki.com/Penin_Canyon,,,Passenger,33.059166666667,-116.67833333333,"['Apr', 'May']",0,5,5
1443,Poison Canyon,Crystal Lake,0.0,I,3.0,A,,3 h,6 h,1 mi,No,https://ropewiki.com/Poison_Canyon,80.0,0 minutes,,34.246666666667,-117.87111111111,,0,6,6
19731,ROCK! Canyon,Black Mountains North,0.0,III,3.0,A,R,6 h,8 h,,No,https://ropewiki.com/ROCK!_Canyon,200.0,0 minutes,Passenger,36.2125,-116.75666666667,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar', 'Sep', 'Oct', 'Apr', 'May']",0,5,5
62054,Rising Leaf Canyon,East Fork San Gabriel,0.0,III,3.0,A,,,,5.1 mi,No,https://ropewiki.com/Rising_Leaf_Canyon,75.0,,,34.233611111111,-117.69777777778,,0,2,2
58857,Rue de Fortuna Canyon,Orange County,0.0,I,4.0,C4,,,,0.186 mi,No,https://ropewiki.com/Rue_de_Fortuna_Canyon,3.281,0 minutes,Passenger,33.680555555556,-117.65861111111,,0,2,2
53118,Sequoia Creek (Viola and Ella Falls),Kings Canyon National Park,0.0,I,3.0,C,,,,,No,https://ropewiki.com/Sequoia_Creek_(Viola_and_Ella_Falls),75.0,,,36.731666666667,-118.97611111111,"['Jun', 'Jul', 'Aug']",0,3,3
270,Shoestring Canyon,Black Mountains South,0.0,III,3.0,A,,9 h,10 h,7 mi,No,https://ropewiki.com/Shoestring_Canyon,140.0,,High Clearance,36.025277777778,-116.69277777778,"['Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,11,11
38487,Summit Creek,Stanislaus National Forest,0.0,II,3.0,C4,X,,,,No,https://ropewiki.com/Summit_Creek,,,,38.290833333333,-119.73138888889,"['Jul', 'Aug', 'Sep', 'Oct']",0,0,0
78231,Sunny Side Gulch,Yosemite National Park,0.0,III,3.0,B,PG,,,,No,https://ropewiki.com/Sunny_Side_Gulch,330.0,0 minutes,Passenger,37.755,-119.59055555556,"['Mar', 'Apr', 'May']",0,5,5
1439,Swordsmith Canyon,Crystal Lake,0.0,III,3.0,A,,12 h,20 h,8.5 mi,No,https://ropewiki.com/Swordsmith_Canyon,100.0,15 minutes,,34.269722222222,-117.87027777778,,0,6,6
64485,Tahquitz Canyon,San Jacinto Mountains,0.0,V,4.0,B,,,,,No,https://ropewiki.com/Tahquitz_Canyon,300.0,,,33.803333333333,-116.5775,,0,3,3
54497,Tataviam Canyon,Los Padres National Forest,0.0,V,3.0,B,,,,,No,https://ropewiki.com/Tataviam_Canyon,,1 minutes,,34.583611111111,-118.78111111111,,0,0,0
19306,Tenaja Falls,Orange County,0.0,II,3.0,B,,3 h,6 h,2 mi,No,https://ropewiki.com/Tenaja_Falls,100.0,0 minutes,Passenger,33.556111111111,-117.38972222222,"['Dec', 'Jan', 'Feb', 'Mar', 'Apr', 'May']",0,1,4
77909,Unofficial Condor Crick,Big Tujunga Region,0.0,I,1.0,B,,,,0.4 mi,No,https://ropewiki.com/Unofficial_Condor_Crick,100.0,0 minutes,Passenger,34.2875,-118.22222222222,"['Dec', 'Jan', 'Feb', 'Mar', 'Apr', 'May', 'Jun', 'Jul', 'Aug', 'Sep', 'Oct', 'Nov']",0,1,1
1449,Venedo Canyon,San Gabriels Front Range,0.0,III,3.0,B,,8 h,15 h,5 mi,No,https://ropewiki.com/Venedo_Canyon,170.0,30 minutes,,34.225833333333,-117.83444444444,,0,6,6
25641,Whipplei Canyon,East Fork San Gabriel,0.0,IV,3.0,A,PG,8 h,10 h,4.9 mi,No,https://ropewiki.com/Whipplei_Canyon,80.0,0 minutes,Passenger,34.25,-117.74388888889,"['Oct', 'Nov', 'Dec', 'Jan', 'Feb', 'Mar', 'Apr']",0,14,14
